标题,品牌,名称,SKU,价格,总评数,平均得分,好评数,默认好评,好评率,追评数,视频晒单数,差评数,中评数
【二手9成新】苹果（Apple） iPhone6s Plus 二手手机 国行 全网通 深空灰色 64G,Apple,AppleiPhone 6s Plus,54509811628,1439.00,70,5,21,49,1.0,1,0,0,0
爱户外（ioutdoor） W1（防爆版）三防智能手机 工业T5本安石油燃气防爆智能手机化工厂 玄黑,爱户外（ioutdoor）,爱户外（ioutdoor） W1（防爆版）三防智能手机 工业T5本安石油燃气防爆智能手机化工厂 玄黑,47213527723,3688.00,65,5,32,33,1.0,3,0,0,0
【二手95新】三星Galaxy S10e（SM-G9700）超感官全视屏 骁龙855二手手机 炭晶黑 6GB+128GB送原装充电器数据线,三星（SAMSUNG）,三星（SAMSUNG）Galaxy S10e,46435456696,2938.00,70,4,18,49,0.85,0,0,2,1
8848 钛金手机M5祥龙系列智能商务加密轻奢手机双卡双待全网通4G 8核6G+256G内存 玄黑色蜥蜴皮,8848,8848 钛金手机M5祥龙系列智能商务加密轻奢手机双卡双待全网通4G 8核6G+256G内存 玄黑色蜥蜴皮,40045575194,29999.00,59,5,31,47,1.0,0,1,0,0
【二手9成新】三星 Galaxy S10 （SM-G9730）屏下指纹双卡双待 全网通4G 二手手机 皓玉白 8G+128G（全网通）赠送原装充电器套装,三星（SAMSUNG）,三星（SAMSUNG）s10,45034309057,3599.00,59,5,30,29,1.0,1,7,0,0
华为 mate30pro 手机 亮黑色 全网通4G(8GB+128GB),华为（HUAWEI）,华为 mate30pro 手机 亮黑色 全网通4G(8GB+128GB),57342776513,6099.00,57,5,36,21,1.0,1,0,0,0
【二手9成新】二手Apple/苹果 iPhone 7全网通移动电信4g苹果7代手机 磨砂黑色 32G 全网通,Apple,AppleiPhone7,12945353131,1148.00,60,5,36,36,0.97,1,1,1,0
小米（MI） 小米8青春版 手机 全网通 深空灰 6G+128G,小米（MI）,小米（MI）小米8青春版,44766823836,1158.00,56,5,14,42,1.0,0,0,0,0
【二手9成新】Apple iPhone XS Max 苹果XS max 国行全网通手机 深空灰 256G,Apple,【二手9成新】Apple iPhone XS Max 苹果XS max 国行全网通手机 深空灰 256G,36493887285,5788.00,56,5,19,39,0.95,0,1,0,1
OPPO Find X手机【已降1000+限时加赠体脂秤】曲面全景屏，骁龙845，升降摄像头 冰珀蓝 8+256GB 官方标配,OPPO,OPPOOPPO Find x手机,52021798917,6999.00,55,5,21,32,0.91,2,3,0,2
,,,,,,,,,,,,,
【二手9成新】Apple iPhone 7 Plus 苹果7 Plus二手 全网通手机 亮黑色 128G 全网通,Apple,AppleiPhone 7 Plus,46103938408,1999.00,58,4,15,39,0.78,2,1,2,2
8848 钛金手机M5私人订制鳄鱼皮系列智能商务加密轻奢手机双卡双待全网通4G 8核256G 午夜蓝鳄鱼皮,8848,8848 钛金手机M5私人订制鳄鱼皮系列智能商务加密轻奢手机双卡双待全网通4G 8核256G 午夜蓝鳄鱼皮,37173809561,29999.00,55,5,44,40,1.0,0,0,0,0
华为 Mate30【现货顺丰速发 5G版咨询客服】麒麟990旗舰芯片4G手机 亮黑色 全网通版套装8G+128G,华为（HUAWEI）,华为 Mate30【现货顺丰速发 5G版咨询客服】麒麟990旗舰芯片4G手机 亮黑色 全网通版套装8G+128G,57289890711,4309.00,55,5,21,34,1.0,2,0,0,0
Apple 苹果 iphone 11 手机 白色 全网通 256G,Apple,Apple 苹果 iphone 11 手机 白色 全网通 256G,57502775636,7099.00,55,4,13,40,0.86,0,1,2,0
,,,,,,,,,,,,,
【二手9成新】华为手机 HUAWEI 荣耀6A 学生/备用/老人机 二手手机 金色 3+32G全网通,华为（HUAWEI）,【二手9成新】华为手机 HUAWEI 荣耀6A 学生/备用/老人机 二手手机 金色 3+32G全网通,40159996264,370.00,54,5,11,45,0.91,0,0,0,1
【二手9成新】Apple iPhone X 苹果x 二手手机 深空灰色 64G,Apple,AppleiPhone X,58595273831,3350.00,54,5,28,26,1.0,0,0,0,0
华为畅享10 Plus 手机（碎屏险/多重好礼） 天空之境 全网通版 6G+128G,华为（HUAWEI）,华为畅享10 Plus 手机（碎屏险/多重好礼） 天空之境 全网通版 6G+128G,56234632225,1799.00,54,5,24,29,0.96,1,0,0,1
【二手9成新】OPPO R9s Plus 安卓手机 金色 全网通(6G RAM 64G ROM),OPPO,【二手9成新】OPPO R9s Plus 安卓手机 金色 全网通(6G RAM 64G ROM),30431288978,688.00,54,5,25,40,1.0,0,0,0,0
【二手9成新】华为 荣耀10 全面屏AI摄影二手手机 时尚智能手机 幻夜黑 全网通(6G RAM+64G ROM),华为（HUAWEI）,华为（HUAWEI） 荣耀10,43352177758,1088.00,53,5,16,36,0.94,0,1,1,0
【二手95新】Huawei/华为 P20 Pro 手机 全面屏 徕卡三摄 4G全网通 时尚 双卡双待 极光色 6GB +256GB,华为（HUAWEI）,【二手95新】Huawei/华为 P20 Pro 手机 全面屏 徕卡三摄 4G全网通 时尚 双卡双待 极光色 6GB +256GB,43736596813,2278.00,53,5,37,33,0.97,1,0,0,1
【二手9成新】vivo iQOO 全面屏智能拍照手机 电光蓝 全网通 8G+128G,vivo,【二手9成新】vivo iQOO 全面屏智能拍照手机 电光蓝 全网通 8G+128G,49365409888,1999.00,56,5,15,40,0.93,0,0,1,0
（已降价600元）华为Mate20X手机 全面屏全网通4g移动联通电信 宝石蓝 标配6g+128g,华为（HUAWEI）,华为（HUAWEI）mate20x,35317383231,3499.00,53,5,17,38,1.0,1,0,0,0
华为 荣耀20i 全网通手机 渐变红 4G+128G（赠品丰富 碎屏险套餐）,华为（HUAWEI）,华为 荣耀20i 全网通手机 渐变红 4G+128G（赠品丰富 碎屏险套餐）,55075260493,1309.00,56,5,13,43,1.0,1,0,0,0
【三星官方直供店】三星 w2019 高端翻盖商务智能 手机 尊铂典藏版（6GB+256GB） 标配,三星（SAMSUNG）,三星（SAMSUNG）w2019,54112896615,11386.00,52,5,14,37,0.93,1,1,1,0
【二手9成新】华为 荣耀20/荣耀20Pro二手手机 4800万超广角AI四摄全网通4G 送超级快充 荣耀20Pro冰岛幻境 8GB+128GB全网通 送超级快充,华为（HUAWEI）,华为（HUAWEI）荣耀20,55780558754,2349.00,51,5,12,39,1.0,1,4,0,0
华为 Nova青春版 手机全网通移动联通电信4G全网通指纹识别 安卓智能手机 铂光金 全网通4+64GB,华为（HUAWEI）,华为 Nova青春版 手机全网通移动联通电信4G全网通指纹识别 安卓智能手机 铂光金 全网通4+64GB,54595464729,788.00,52,5,11,40,0.91,0,0,1,0
荣耀play3 手机 移动联通电信4G 幻夜黑 4GB+64GB,华为（HUAWEI）,荣耀play3 手机 移动联通电信4G 幻夜黑 4GB+64GB,56143927478,999.00,53,5,29,24,1.0,1,0,0,0
华为nova4e手机  【原封正品/赠运费险/赠实用好礼】移动全网通4G智能拍照游戏手机 雀翎蓝 6GB+128GB,华为（HUAWEI）,华为（HUAWEI）nova 4e,43767019093,1396.00,51,5,16,33,0.88,0,0,1,1
,,,,,,,,,,,,,
华为麦芒8手机（7天价保） 全网通4G 超广角AI三摄 幻夜黑 6G+128G,华为（HUAWEI）,华为（HUAWEI）麦芒8,49921273813,1399.00,51,5,11,40,1.0,0,0,0,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
小米Redmi 红米 Note8 pro 手机 冰翡翠 8GB+128GB,小米（MI）,小米Redmi 红米 Note8 pro 手机 冰翡翠 8GB+128GB,55768860031,1649.00,46,5,14,32,1.0,0,1,0,0
【新品享6期免息】OPPO Reno手机 升降全景屏 光感屏幕指纹骁龙710 拍照手机 极夜黑（6+128） 全网通,OPPO,OPPOReno,54822285664,2199.00,51,5,18,32,0.94,1,2,1,0
OPPO K5手机【立减100元+套装赠蓝牙耳机】超清四摄骁龙730G k1/k3升级版全网通手机 奇幻森林 6+128G 官方标配,OPPO,OPPOK5,57703779829,1899.00,46,5,27,19,1.0,3,12,0,0
OPPO Reno手机【6期免息+1年碎屏险+彩屏手环】全景屏游戏拍照手机r17/r15x全网通 星云紫（8GB+256GB） 官方标配,OPPO,OPPOOPPOReno,56274978765,2799.00,51,5,15,36,1.0,1,0,0,0
Apple苹果 iPhone 11 Pro Max手机 暗夜绿色 512GB,Apple,Apple苹果 iPhone 11 Pro Max手机 暗夜绿色 512GB,56653419737,12399.00,45,5,10,34,0.9,1,0,1,0
小米 Redmi 红米Note8 pro 手机 冰翡翠 全网通（8G+128G）,小米（MI）,小米 Redmi 红米Note8 pro 手机 冰翡翠 全网通（8G+128G）,55736516578,1598.00,47,5,11,36,1.0,2,0,0,0
小米CC9 美图定制版 手机 仙女渐变色 全网通 (8G+256G),小米（MI）,小米（MI）小米CC美图定制版,52236065493,2098.00,45,5,16,28,0.94,0,1,1,0
小米（MI） 小米8  拍照游戏手机 屏幕指纹版 6G+128G 全网通,小米（MI）,小米（MI） 小米8  拍照游戏手机 屏幕指纹版 6G+128G 全网通,54752606028,1898.00,45,5,11,32,0.84,0,2,1,1
华为（HUAWEI） 华为mate20rs保时捷版手机【送原装高配版freebuds耳机】 玄黑 8G+512G 全网通,华为（HUAWEI）,华为（HUAWEI） 华为mate20rs保时捷版手机【送原装高配版freebuds耳机】 玄黑 8G+512G 全网通,34759214305,12999.80,46,5,28,32,0.96,2,0,0,1
,,,,,,,,,,,,,
【二手9成新】三星 Galaxy S7（G9300）二手手机 全网通 黑色 32G,三星,三星Galaxy S7,16183143990,778.00,44,5,18,30,1.0,1,1,0,0
华为p30手机 官方 标配 华为新品 新款手机 全面屏自营手机全网通手机 亮黑色 全网通8GB+128GB,华为（HUAWEI）,华为p30手机 官方 标配 华为新品 新款手机 全面屏自营手机全网通手机 亮黑色 全网通8GB+128GB,55840336244,3988.00,43,5,6,37,1.0,0,0,0,0
【国家宝藏之洛神赋】OPPO Reno 2 4800万变焦四摄视频防抖 6.5英寸护眼全景屏智能手机 深海夜光（8GB+128GB）,OPPO,【国家宝藏之洛神赋】OPPO Reno 2 4800万变焦四摄视频防抖 6.5英寸护眼全景屏智能手机 深海夜光（8GB+128GB）,56564325499,376.00,43,5,11,31,0.91,0,1,1,0
【二手9成新】华为（HUAWEI）畅享6S二手安卓 3G+32G全网通4G手机 金色 3G+32G 全网通4G,华为（HUAWEI）,华为（HUAWEI）畅享6S,36209910748,1499.00,46,5,13,37,1.0,0,1,0,0
【二手95新】华为（HUAWEI）P20全面屏手机 徕卡三摄拍照手机 麒麟970游戏手机 蓝色 6+64G全网通,华为（HUAWEI）,华为（HUAWEI）P20,54594819438,568.00,42,5,18,26,1.0,0,3,0,0
VERTU 纬图 VISION 系列 商务智能双卡双待 全网通4G 高端特色轻奢手机 2019新品 曜夜黑,VERTU,VERTU 纬图 VISION 系列 商务智能双卡双待 全网通4G 高端特色轻奢手机 2019新品 曜夜黑,52117251852,3399.00,42,5,12,30,1.0,1,0,0,0
【二手9成新】OPPO R9 二手手机（4G+64G） 全网通4G 双卡双待 玫瑰金 64G 全网通,OPPO,OPPOOPPO R9,52042116366,478.00,45,5,13,31,0.92,0,0,1,0
【二手99成新】Apple/苹果iPhone7Plus手机 国行 苹果7P 全网通4G手机 磨砂黑 128G全网通,Apple,AppleiPhone7Plus,57104060466,2999.00,38,5,2,36,1.0,0,0,0,0
【二手9成新】 华为(HUAWEI) 畅享 8e 全面屏手机  通4G手机 金色,华为（HUAWEI）,【二手9成新】 华为(HUAWEI) 畅享 8e 全面屏手机  通4G手机 金色,49909951324,498.00,38,5,8,30,1.0,0,0,0,0
三星W2019 (SM-W2019)翻盖智能商务手机 尊铂典藏版（6GB+256GB）,三星（SAMSUNG）,三星（SAMSUNG）W2019,53394890088,11899.00,39,5,8,31,1.0,0,0,0,0
【二手99新】三星（SAMSUNG）W2019 翻盖智能商务手机 睿金 6GB+128GB,三星（SAMSUNG）,三星（SAMSUNG）W2019,41999508499,7698.00,38,5,16,25,1.0,1,0,0,0
已降200【6期免息送好礼】华为nova5 手机 仲夏紫 全网通 (8G+128G),华为（HUAWEI）,华为（HUAWEI）华为nova5,52588730612,2599.00,39,5,29,10,1.0,0,0,0,0
OPPO Reno2新品手机 4800万变焦四摄  高通骁龙 全网通双卡双待 opporeno2 海洋之心(8+128G) 官方标配,OPPO,OPPO Reno2新品手机 4800万变焦四摄  高通骁龙 全网通双卡双待 opporeno2 海洋之心(8+128G) 官方标配,55370507299,2999.00,37,5,12,25,1.0,0,0,0,0
【二手95新】Huawei/华为 Mate10 Pro 手机 徕卡双摄 游戏4G全网通 银钻灰 6G+128G 全网通,华为（HUAWEI）,【二手95新】Huawei/华为 Mate10 Pro 手机 徕卡双摄 游戏4G全网通 银钻灰 6G+128G 全网通,53760510388,1699.00,37,5,10,26,0.9,0,0,1,0
飞利浦（PHILIPS）全网通4G网络 双屏翻盖老人手机 移动联通4G电信版老年机 男女微信可视频 曜石黑,飞利浦（PHILIPS）,飞利浦（PHILIPS）全网通4G网络 双屏翻盖老人手机 移动联通4G电信版老年机 男女微信可视频 曜石黑,56978468052,499.00,37,5,6,31,1.0,0,0,0,0
【现货速发】Apple 苹果 iPhone 11 Pro Max 手机 【白条分期免息】 暗夜绿色 全网通 256G（分期6期免息）,Apple,【现货速发】Apple 苹果 iPhone 11 Pro Max 手机 【白条分期免息】 暗夜绿色 全网通 256G（分期6期免息）,56821300552,11999.00,37,4,5,31,0.83,0,0,1,0
朵唯 全网通4G网络 智能老人手机 移动联通电信版4G 触屏备用老年机 QQ微信可视频学生手机 黑色 1+16G(全网通4G),朵唯（DOOV）,朵唯 全网通4G网络 智能老人手机 移动联通电信版4G 触屏备用老年机 QQ微信可视频学生手机 黑色 1+16G(全网通4G),58432827756,379.00,37,5,18,19,1.0,2,8,0,0
【二手9成新】华为（HUAWEI）nova4E 全网通手机 雀翎蓝 4G+128G,华为（HUAWEI）,华为（HUAWEI）NOVA4E,49199627919,999.00,38,5,14,24,1.0,1,1,0,0
realme X2手机 6400万超广角四摄 星图兰8G+128G 官方标配,realme,realme X2手机 6400万超广角四摄 星图兰8G+128G 官方标配,57583583756,1798.00,36,5,10,26,1.0,0,1,0,0
华为 HUAWEI mate 30 Pro 4G旗舰新品手机【买就送好礼】5G版新品可咨询客服 星河银 8GB+256GB（无线套装版）,华为（HUAWEI）,华为（HUAWEI）HUAWEI Mate 30 Pro,57196839297,6599.00,36,5,15,21,1.0,0,0,0,0
Apple 苹果 iPhone11 手机 黑色 全网通 128GB,Apple,Apple 苹果 iPhone11 手机 黑色 全网通 128GB,56700825780,5855.00,36,5,8,28,1.0,0,0,0,0
【二手9成新】vivo Y55 移动联通电信4G全网通2GB+16GB二手手机 玫瑰金,vivo,vivoy55,57657487766,306.00,35,5,13,22,1.0,1,1,0,0
Apple苹果iPhone 11 Pro手机 深空灰色 64GB,Apple,Apple苹果iPhone 11 Pro手机 深空灰色 64GB,56651921768,8279.00,37,5,6,31,1.0,3,0,0,0
三星 Galaxy Note10+ 5g手机 密斯白（12G+256G）,三星（SAMSUNG）,三星（SAMSUNG）SM-N9760,54699452407,7999.00,35,5,20,15,1.0,0,1,0,0
Apple 苹果 iPhone 11 手机 白色 全网通128G,Apple,Apple 苹果 iPhone 11 手机 白色 全网通128G,56754112983,6066.00,37,5,5,31,0.83,0,0,0,1
【银耳套装】一加7T pro OnePlus1+7T pro手机 海月蓝 全网通（8+256G）,一加,【银耳套装】一加7T pro OnePlus1+7T pro手机 海月蓝 全网通（8+256G）,59191204959,4699.00,34,5,7,27,1.0,0,0,0,0
飞利浦（PHILIPS）S351F 移动联通4G 电信VOLTE 双屏翻盖手机 智能老人手机 咖啡黑,飞利浦（PHILIPS）,飞利浦（PHILIPS）S351F,46315465808,1358.00,36,5,6,30,1.0,1,0,0,0
华为p30pro 手机 【白条分期免息+赠华为原装无线充+华为原装充电宝+一年碎屏险等】全网通 珠光贝母 8GB+128GB,华为（HUAWEI）,华为（HUAWEI）HUAWEI P30 Pro,46628014681,4988.00,34,5,6,28,1.0,0,0,0,0
,,,,,,,,,,,,,
【二手9成新】Apple iPhoneX APPLE苹果 全面屏手机 苹果X 二手手机 全网通 深空灰 64G 全网通,Apple,AppleiPhoneX,57041957636,3278.00,34,5,10,24,1.0,0,0,0,0
小米Redmi红米K20pro尊享版手机 冰川蓝 12G+512G 全网通,小米（MI）,小米Redmi红米K20pro尊享版手机 冰川蓝 12G+512G 全网通,57262316448,2908.00,34,5,10,24,1.0,0,1,0,0
【送原装无线充等400元壕礼|华为直供】华为mate30 pro 全网通手机 星河银 8G+256G,华为（HUAWEI）,【送原装无线充等400元壕礼|华为直供】华为mate30 pro 全网通手机 星河银 8G+256G,57243060968,6299.00,33,5,12,21,1.0,1,3,0,0
【二手9新】Apple iPhone X XR 苹果x r 国行全网通双卡双待二手手机 全网通4G 黑色 64G,Apple,Appleiphone XR,58168973210,3549.00,33,5,12,20,0.92,1,0,1,0
中兴 ZTE Blade 20 Smart孝心版 松石绿 4GB+128GB全网通 高清三摄 4G双卡双待中兴新品老人机智能手机,中兴（ZTE）,中兴Blade 20 Smart,100009248888,999.00,33,5,33,0,1.0,1,0,0,0
Apple iPhone 11 Pro Max (A2220) 双卡双待 移动联通电信4G苹果手机 暗夜绿色 256GB,Apple,AppleiPhone 11 Pro Max,56665867864,10999.00,33,5,4,29,1.0,1,1,0,0
【二手9成新】华为 HUAWEI nova 5 Pro手机3200万人像4800万AI四摄全网通4G 绮境森林 8G+128G,华为（HUAWEI）,【二手9成新】华为 HUAWEI nova 5 Pro手机3200万人像4800万AI四摄全网通4G 绮境森林 8G+128G,55848874785,2149.00,36,5,10,26,1.0,0,0,0,0
8848钛金手机【M5超跑设计限量版】新品上市 智能商务轻奢手机双卡双待全网通4G 8核128G内存 星云红,8848,8848钛金手机【M5超跑设计限量版】新品上市 智能商务轻奢手机双卡双待全网通4G 8核128G内存 星云红,51441279937,12800.00,32,5,6,26,1.0,1,0,0,0
小米9 Pro 5G版 手机 骁龙855Plus 5G三重快充 梦之白 12GB+512GB,小米（MI）,小米9 Pro 5G版 手机 骁龙855Plus 5G三重快充 梦之白 12GB+512GB,57631478890,4128.00,28,5,7,21,1.0,0,1,0,0
【二手95新】OPPO Find X 手机 曲面全景屏 4G全网通 双卡双待 冰珀蓝 8GB+256GB,OPPO,OPPOOPPO Find X,57869296525,2648.00,30,5,9,21,1.0,0,1,0,0
华为荣耀20 李现同款手机【六期免息 送原装好礼 现货速发】麒麟980处理器 4800万像素 幻夜黑 全网通（8GB+128GB）,华为（HUAWEI）,华为荣耀20 李现同款手机【六期免息 送原装好礼 现货速发】麒麟980处理器 4800万像素 幻夜黑 全网通（8GB+128GB）,54542308665,2499.00,26,5,8,18,1.0,1,0,0,0
【二手95新】小米9 手机 骁龙855 水滴全面屏4800万三摄拍照游戏智能 4G全网通 幻彩蓝 8GB+128GB,小米（MI）,【二手95新】小米9 手机 骁龙855 水滴全面屏4800万三摄拍照游戏智能 4G全网通 幻彩蓝 8GB+128GB,53760526726,2099.00,26,5,10,15,0.9,0,0,0,1
【二手9成新】Apple iPhone8 苹果8 二手手机 灰色 64G全网通,Apple,【二手9成新】Apple iPhone8 苹果8 二手手机 灰色 64G全网通,29288625724,2076.00,26,5,12,14,0.92,0,0,1,0
华为 HUAWEI Mate20X 新款5G手机 华为首款5G版手机 全网通 超大屏 双卡双待 宝石蓝8G+256G,华为（HUAWEI）,华为 HUAWEI Mate20X 新款5G手机 华为首款5G版手机 全网通 超大屏 双卡双待 宝石蓝8G+256G,57300768662,6399.00,27,5,8,19,1.0,0,0,0,0
realme X2 手机【现货速发】 星图蓝 8GB+128GB,realme,realme X2 手机【现货速发】 星图蓝 8GB+128GB,57582397660,1899.00,25,5,6,19,1.0,1,0,0,0
Apple 苹果 iPhone8 手机 黑色 全网通 64G,Apple,Apple 苹果 iPhone8 手机 黑色 全网通 64G,49480793428,3599.00,25,4,9,15,0.9,0,0,1,0
苹果 iPhone11手机 红色 128GB,Apple,Apple iPhone 11,56693381063,5999.00,25,5,2,23,1.0,0,0,0,0
【准新机】SUGAR 糖果手机S11全面屏前后120度广角双摄高像素快充人脸解锁4G手机 玫瑰金 玫瑰金 4GB+64GB 全网通,skg,【准新机】SUGAR 糖果手机S11全面屏前后120度广角双摄高像素快充人脸解锁4G手机 玫瑰金 玫瑰金 4GB+64GB 全网通,58713338336,1999.00,25,5,9,16,1.0,1,1,0,0
OPPO Reno手机10倍变焦版【下单可省500+手环+蓝牙耳机】4800万超清三摄 骁龙855 雾海绿 8GB+256GB,OPPO,OPPOReno 10倍变焦版,50032655847,4299.00,26,5,9,16,0.9,1,0,1,0
华为（HUAWEI）荣耀20S 全网通移动联通电信4G 麒麟810全面屏智能手机4800万超广角AI 蝶羽白 (8G RAM+128G ROM),华为（HUAWEI）,华为（HUAWEI）荣耀20S,55808351850,2199.00,26,5,6,20,1.0,0,0,0,0
【二手9成新】华为畅享8 Plus 手机 高清四摄大电池通版 双卡双待 黑色 4G+64G全网通,华为（HUAWEI）,【二手9成新】华为畅享8 Plus 手机 高清四摄大电池通版 双卡双待 黑色 4G+64G全网通,49909069684,670.00,24,5,8,16,1.0,0,0,0,0
华为（HUAWEI） Mate 20 Pro 手机 亮黑色 全网通4G(8GB+256GB)UD屏内指纹版,华为（HUAWEI）,华为（HUAWEI） Mate 20 Pro 手机 亮黑色 全网通4G(8GB+256GB)UD屏内指纹版,55094399454,5899.00,25,5,14,11,1.0,0,0,0,0
华为（HUAWEI） 荣耀Play 移动联通电信全网通4G GT游戏加速智能手机 双卡双待 星云紫 (6G RAM+64G ROM),华为（HUAWEI）,华为（HUAWEI）荣耀Play,31426231919,1599.00,24,5,19,17,0.95,0,0,0,1
【官方翻新】三星 Galaxy S10+（SM-G9750）二手手机骁龙855处理器 感官全视屏 绿 8GB+128GB,三星（SAMSUNG）,【官方翻新】三星 Galaxy S10+（SM-G9750）二手手机骁龙855处理器 感官全视屏 绿 8GB+128GB,48231913989,5049.00,23,5,15,8,1.0,2,1,0,0
苹果Apple iPhone 11 Pro 手机 暗夜绿色 全网通 64GB,Apple,苹果Apple iPhone 11 Pro 手机 暗夜绿色 全网通 64GB,56756670706,8399.00,23,5,3,20,1.0,0,0,0,0
