标题,品牌,名称,SKU,价格,总评数,平均得分,好评数,默认好评,好评率,追评数,视频晒单数,差评数,中评数
LUFTRUM 瑞际- 瑞典车载/桌面空气净化器 除异味 除霾除尘 新车必备 车载/办公/家用 C401A蓝色,LUFTRUM,LUFTRUM 瑞际- 瑞典车载/桌面空气净化器 除异味 除霾除尘 新车必备 车载/办公/家用 C401A蓝色,11544391156,240,107,5,106,41,1,0,0,0,0
LUFTRUM 瑞际- 瑞典车载/桌面空气净化器 除异味 除霾除尘 新车必备 车载/办公/家用 车载电源线,LUFTRUM,LUFTRUM 瑞际- 瑞典车载/桌面空气净化器 除异味 除霾除尘 新车必备 车载/办公/家用 车载电源线,26388479850,280,107,5,106,41,1,0,0,0,0
LUFTRUM 瑞际- 瑞典车载/桌面空气净化器 除异味 除霾除尘 新车必备 车载/办公/家用 桌用适配器,LUFTRUM,LUFTRUM 瑞际- 瑞典车载/桌面空气净化器 除异味 除霾除尘 新车必备 车载/办公/家用 桌用适配器,11544391152,399,107,5,106,41,1,0,0,0,0
百事泰（Bestek）超声波香薰机 防雾霾空气净化器 插电香薰灯 静音负离子加湿器迷你香薰炉精油灯 白色,百事泰（BESTEK）,百事泰（Bestek）超声波香薰机 防雾霾空气净化器 插电香薰灯 静音负离子加湿器迷你香薰炉精油灯 白色,10593073402,5280,113,5,110,27,1,0,0,0,0
菌器 10g臭氧发生器臭氧消毒机 12v汽车消毒 车载空气净化器杀菌臭氧除烟异味甲醛 除异味消毒 10g车载（有转换器）,菌器,菌器 10g臭氧发生器臭氧消毒机 12v汽车消毒 车载空气净化器杀菌臭氧除烟异味甲醛 除异味消毒 10g车载（有转换器）,29700720107,2980,110,5,64,74,0.98,2,0,1,0
菌器 10g臭氧发生器臭氧消毒机 12v汽车消毒 车载空气净化器杀菌臭氧除烟异味甲醛 除异味消毒 20g家用,菌器,菌器 10g臭氧发生器臭氧消毒机 12v汽车消毒 车载空气净化器杀菌臭氧除烟异味甲醛 除异味消毒 20g家用,18898627524,3699,110,5,64,74,0.98,2,0,1,0
森米S202 车载空气净化器 遥控操作 过滤除味除甲醛杀菌 家车两用小型桌面空气净化器 白色,森米（samme）,森米S202 车载空气净化器 遥控操作 过滤除味除甲醛杀菌 家车两用小型桌面空气净化器 白色,10194752139,299,114,5,103,21,0.95,1,0,2,3
诺森柏格（Nocenbeger） 诺森柏格空气净化器H7家用负离子除甲醛过敏,诺森柏格（Nocenbeger）,诺森柏格（Nocenbeger） 诺森柏格空气净化器H7家用负离子除甲醛过敏,25662420392,299,105,5,100,23,1,6,22,0,0
全朗(Treerun)空气净化器500风量 负离子 家用除甲醛/除雾霾/除菌/除花粉/除二手烟净化器 智雅QL-X5 白色,全朗（Treerun）,全朗（Treerun）智雅QL-X5,18720385695,38.9,105,5,105,17,1,1,1,0,0
布鲁雅尔Blueair智能空气净化器260i套装 家用卧室客厅静音 去除甲醛 除菌 除雾霾 除尘,布鲁雅尔（Blueair）,布鲁雅尔Blueair智能空气净化器260i套装 家用卧室客厅静音 去除甲醛 除菌 除雾霾 除尘,31552124455,798.99,104,5,70,76,1,3,2,0,0
洁琅（JIELANG）车载净化器汽车用空气净化器氧吧 401S负离子除味器除甲醛雾霾pm2.5 黑色 [磁吸式手机支架+空气质量监控显示器],洁琅（JIELANG）,洁琅（JIELANG）车载净化器汽车用空气净化器氧吧 401S负离子除味器除甲醛雾霾pm2.5 黑色 [磁吸式手机支架+空气质量监控显示器],35087797167,2599,104,5,99,46,1,0,0,0,0
洁琅（JIELANG）车载净化器汽车用空气净化器氧吧 401S负离子除味器除甲醛雾霾pm2.5 白色 [磁吸式手机支架+空气质量监控显示器],洁琅（JIELANG）,洁琅（JIELANG）车载净化器汽车用空气净化器氧吧 401S负离子除味器除甲醛雾霾pm2.5 白色 [磁吸式手机支架+空气质量监控显示器],35087797168,2199,104,5,99,46,1,0,0,0,0
洁琅（JIELANG）车载净化器汽车用空气净化器氧吧 401S负离子除味器除甲醛雾霾pm2.5 洁琅车载净化器专用滤网,洁琅（JIELANG）,洁琅（JIELANG）车载净化器汽车用空气净化器氧吧 401S负离子除味器除甲醛雾霾pm2.5 洁琅车载净化器专用滤网,36608437098,109,104,5,99,46,1,0,0,0,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
卡斯兰 太阳能车载负离子空气净化器显示PM2.5汽车内氧吧负离子香薰除异味甲醛烟味2年保修 黑色 KSL003,卡斯兰（Carslands）,卡斯兰 太阳能车载负离子空气净化器显示PM2.5汽车内氧吧负离子香薰除异味甲醛烟味2年保修 黑色 KSL003,12715675059,699,100,5,97,62,0.97,0,1,0,2
联想（Lenovo）车载空气净化器除甲醛除异味香薰汽车用净化器负离子自动检测过滤灰尘PM2.5雾霾 HA03滤网,联想（Lenovo）,联想（Lenovo）车载空气净化器除甲醛除异味香薰汽车用净化器负离子自动检测过滤灰尘PM2.5雾霾 HA03滤网,31731156338,50,100,5,92,28,1,1,0,0,0
联想（Lenovo）车载空气净化器除甲醛除异味香薰汽车用净化器负离子自动检测过滤灰尘PM2.5雾霾 【智能检测+自动净化+双涡轮强风力】HA03,联想（Lenovo）,联想（Lenovo）车载空气净化器除甲醛除异味香薰汽车用净化器负离子自动检测过滤灰尘PM2.5雾霾 【智能检测+自动净化+双涡轮强风力】HA03,27493504095,399,100,5,92,28,1,1,0,0,0
璐艺恺 太阳能车用车载空气净化器负离子氧吧除甲醛新车除甲醛雾霾PM2.5消除异味多功能香薰加湿器喷雾 太阳能空气净化器【常规款】【送停车牌】,璐艺恺,璐艺恺 太阳能车用车载空气净化器负离子氧吧除甲醛新车除甲醛雾霾PM2.5消除异味多功能香薰加湿器喷雾 太阳能空气净化器【常规款】【送停车牌】,47474496727,158,102,5,71,30,0.98,1,0,0,1
小米车载空气净化器智能米家空气净化器除甲醛滤芯除尘异味雾霾PM2.5二手烟便携迷你净化器 米家车载空气净化器（USB车充版）+除甲醛滤芯,小米（MI）,小米车载空气净化器智能米家空气净化器除甲醛滤芯除尘异味雾霾PM2.5二手烟便携迷你净化器 米家车载空气净化器（USB车充版）+除甲醛滤芯,52531316553,355,100,5,13,87,1,0,0,0,0
小米（MI）空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 小米净化器2S,小米（MI）,小米（MI）空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 小米净化器2S,24365394927,790,99,5,83,78,1,0,0,0,0
卡斯兰 太阳能车载负离子空气净化器显示PM2.5汽车内氧吧负离子香薰除异味甲醛烟味2年保修 白色 KSL002,卡斯兰（Carslands）,卡斯兰 太阳能车载负离子空气净化器显示PM2.5汽车内氧吧负离子香薰除异味甲醛烟味2年保修 白色 KSL002,12715675058,699,100,5,97,62,0.97,0,1,0,2
富士通（fujitsu）空气净化器ACSQ18EHA-R 无耗材加湿型静音办公家用新国标 除甲醛F4 除雾霾P4 金属红,富士通（fujitsu）,富士通ACSQ18EHA-R,4493641,2999,99,5,93,34,0.96,0,0,0,3
日本富士通（Fujitsu） 无耗材加湿静音空气净化器家用除甲醛除雾霾杀菌除异味ACSQ18EHA 金属红,富士通（Fujitsu）,日本富士通（Fujitsu） 无耗材加湿静音空气净化器家用除甲醛除雾霾杀菌除异味ACSQ18EHA 金属红,10104002849,2998,99,5,93,34,0.96,0,0,0,3
卡佐 车载空气净化器除甲醛异味车内除烟味雾霾汽车用品改装无耗材免清洗PM2.5 别克新君威昂科威君越GL8,卡佐,卡佐 车载空气净化器除甲醛异味车内除烟味雾霾汽车用品改装无耗材免清洗PM2.5 别克新君威昂科威君越GL8,43366375127,218,99,5,42,57,1,0,0,0,0
3M KJEA3087-GD(WiFi) 空气净化器家用 除雾霾除甲醛 wifi控制 净化器 (香槟金),3M,3M KJEA3087-GD(WiFi) 空气净化器家用 除雾霾除甲醛 wifi控制 净化器 (香槟金),10340371807,1999,100,5,93,3,0.94,2,0,2,3
士诺（THENOW） 超空气系统T260A 新风机+空气净化器2合一0耗材净电灭菌 珍珠白,士诺（THENOW）,士诺（THENOW） 超空气系统T260A 新风机+空气净化器2合一0耗材净电灭菌 珍珠白,11454691418,7499,98,5,98,1,1,0,0,0,0
森晨（survival）KJ410F-S41空气净化器家用除雾霾甲醛办公室除二手烟粉尘带加湿负离子 白色,森晨（survival）,森晨（survival）KJ410F-S41空气净化器家用除雾霾甲醛办公室除二手烟粉尘带加湿负离子 白色,17801423371,3588,98,5,101,15,1,0,0,0,0
幸福森林负离子空气净化器除甲醛除灰尘异味加湿补水持妆防辐射小型桌面办公室家用卧室母婴个人 流霞茶,幸福森林（MerciForest）,幸福森林负离子空气净化器除甲醛除灰尘异味加湿补水持妆防辐射小型桌面办公室家用卧室母婴个人 流霞茶,25714369069,1699,98,5,85,57,1,0,2,0,0
幸福森林负离子空气净化器除甲醛除灰尘异味加湿补水持妆防辐射小型桌面办公室家用卧室母婴个人 胭脂红,幸福森林（MerciForest）,幸福森林负离子空气净化器除甲醛除灰尘异味加湿补水持妆防辐射小型桌面办公室家用卧室母婴个人 胭脂红,16339910146,1699,98,5,85,57,1,0,2,0,0
幸福森林负离子空气净化器除甲醛除灰尘异味加湿补水持妆防辐射小型桌面办公室家用卧室母婴个人 精灵蓝,幸福森林（MerciForest）,幸福森林负离子空气净化器除甲醛除灰尘异味加湿补水持妆防辐射小型桌面办公室家用卧室母婴个人 精灵蓝,25527519371,1699,98,5,85,57,1,0,2,0,0
幸福森林负离子空气净化器除甲醛除灰尘异味加湿补水持妆防辐射小型桌面办公室家用卧室母婴个人 女神白,幸福森林（MerciForest）,幸福森林负离子空气净化器除甲醛除灰尘异味加湿补水持妆防辐射小型桌面办公室家用卧室母婴个人 女神白,25714369068,1699,97,5,84,57,1,0,1,0,0
德国Luftmed/勒夫蔓德D300 家用除甲醛异味二手烟雾霾PM2.5杀菌智能负离子静音空气净化器 雅白,勒夫蔓德（LUFTMED）,勒夫蔓德（LUFTMED）D300,1478028673,4299,99,5,94,7,0.94,0,0,0,5
卡佐 车载空气净化器除甲醛异味车内除烟味雾霾汽车用品改装无耗材免清洗PM2.5 沃尔沃XC60/XC40/XC90/V60/S60,卡佐,卡佐 车载空气净化器除甲醛异味车内除烟味雾霾汽车用品改装无耗材免清洗PM2.5 沃尔沃XC60/XC40/XC90/V60/S60,43368191217,218,99,5,42,57,1,0,0,0,0
卡佐 车载空气净化器除甲醛异味车内除烟味雾霾汽车用品改装无耗材免清洗PM2.5 凯迪拉克XTS/ATSL/XT5/XT4/CT6,卡佐,卡佐 车载空气净化器除甲醛异味车内除烟味雾霾汽车用品改装无耗材免清洗PM2.5 凯迪拉克XTS/ATSL/XT5/XT4/CT6,43368191210,218,99,5,42,57,1,0,0,0,0
卡佐 车载空气净化器除甲醛异味车内除烟味雾霾汽车用品改装无耗材免清洗PM2.5 大众迈腾/帕萨特/途观L/途昂/CC/速腾,卡佐,卡佐 车载空气净化器除甲醛异味车内除烟味雾霾汽车用品改装无耗材免清洗PM2.5 大众迈腾/帕萨特/途观L/途昂/CC/速腾,43368191215,218,99,5,42,57,1,0,0,0,0
卡佐 车载空气净化器除甲醛异味车内除烟味雾霾汽车用品改装无耗材免清洗PM2.5 其他车型拍下留言,卡佐,卡佐 车载空气净化器除甲醛异味车内除烟味雾霾汽车用品改装无耗材免清洗PM2.5 其他车型拍下留言,43368191221,218,99,5,42,57,1,0,0,0,0
卡佐 车载空气净化器除甲醛异味车内除烟味雾霾汽车用品改装无耗材免清洗PM2.5 雷克萨斯ES200/ES300h/NX200/RX,卡佐,卡佐 车载空气净化器除甲醛异味车内除烟味雾霾汽车用品改装无耗材免清洗PM2.5 雷克萨斯ES200/ES300h/NX200/RX,43368191211,218,99,5,42,57,1,0,0,0,0
卡佐 车载空气净化器除甲醛异味车内除烟味雾霾汽车用品改装无耗材免清洗PM2.5 路虎揽胜运动版/极光/星脉/发现,卡佐,卡佐 车载空气净化器除甲醛异味车内除烟味雾霾汽车用品改装无耗材免清洗PM2.5 路虎揽胜运动版/极光/星脉/发现,43368191214,218,99,5,42,57,1,0,0,0,0
海尔母婴空气净化器家用卧室除甲醛除雾霾除细菌除过敏原负离子智能WIFI加湿款KJ310F-HY01 KJ310F-HY01-滤网,海尔（Haier）,海尔母婴空气净化器家用卧室除甲醛除雾霾除细菌除过敏原负离子智能WIFI加湿款KJ310F-HY01 KJ310F-HY01-滤网,20111237969,399,99,5,91,68,0.98,0,1,1,0
格力（GREE） 大松（TOSOT）空气净化器家用 净化机升级版 静音 终身无耗材 KJ200F-A01,格力（GREE）,格力（GREE） 大松（TOSOT）空气净化器家用 净化机升级版 静音 终身无耗材 KJ200F-A01,15638034387,2799,99,5,98,66,1,2,0,0,0
LUFTRUM瑞际车载空气净化器瑞典设计车家两用车内除甲醛烟异味祛除PM2.5雾霾粉尘 C401A 中灰色 C401A 带灰尘传感器,LUFTRUM,LUFTRUM瑞际车载空气净化器瑞典设计车家两用车内除甲醛烟异味祛除PM2.5雾霾粉尘 C401A 中灰色 C401A 带灰尘传感器,10032425431,989,98,5,78,49,1,0,0,0,0
卡斯兰 太阳能车载负离子空气净化器滤芯 过滤网 白色 KSL4005,卡斯兰（Carslands）,卡斯兰 太阳能车载负离子空气净化器滤芯 过滤网 白色 KSL4005,15892104005,60,100,5,94,69,0.98,0,1,0,1
美国原装进口奥司汀空气净化器HM482S 五层净化去除异味雾霾甲醛等化学气体 HM482S,奥司汀（Austin Mecent）,美国原装进口奥司汀空气净化器HM482S 五层净化去除异味雾霾甲醛等化学气体 HM482S,15238614510,14999,97,5,92,18,0.97,1,0,1,1
LUFTRUM 瑞际- 瑞典车载/桌面空气净化器 除异味 除霾除尘 新车必备 车载/办公/家用 M01白色,LUFTRUM,LUFTRUM 瑞际- 瑞典车载/桌面空气净化器 除异味 除霾除尘 新车必备 车载/办公/家用 M01白色,26388479849,639,107,5,106,41,1,0,0,0,0
派瑞PERIC空气净化器家用卧室除甲醛除异味除雾霾吸烟尘除PM2.5负离子静音 KJ200F-H02,派瑞（PERIC）,派瑞PERIC空气净化器家用卧室除甲醛除异味除雾霾吸烟尘除PM2.5负离子静音 KJ200F-H02,54054475463,980,94,5,25,67,0.92,0,0,0,2
夏普空气净化器KC-BB30-W1 家用静音卧室客厅 清除甲醛 雾霾 细菌 异味 过敏源二手烟 脱臭除甲醛一体滤网（请先咨询后下单）,夏普（SHARP）,夏普空气净化器KC-BB30-W1 家用静音卧室客厅 清除甲醛 雾霾 细菌 异味 过敏源二手烟 脱臭除甲醛一体滤网（请先咨询后下单）,42171368022,499,94,5,64,65,0.96,2,1,2,0
,,,,,,,,,,,,,
云归谷（IGUICOO）新风净化系统 家用新风机免打孔窗式智能APP空气净化器XKJ120G-DAC M(W1-H) 高1040-1200mm,云归谷（IGUICOO）,云归谷（IGUICOO）新风净化系统 家用新风机免打孔窗式智能APP空气净化器XKJ120G-DAC M(W1-H) 高1040-1200mm,42164992683,2999,97,5,57,40,1,0,1,0,0
云归谷（IGUICOO）新风净化系统 家用新风机免打孔窗式智能APP空气净化器XKJ120G-DAC L(W1-H) 高1170-1470mm,云归谷（IGUICOO）,云归谷（IGUICOO）新风净化系统 家用新风机免打孔窗式智能APP空气净化器XKJ120G-DAC L(W1-H) 高1170-1470mm,42164992684,2999,97,5,57,40,1,0,1,0,0
云归谷（IGUICOO）新风净化系统 家用新风机免打孔窗式智能APP空气净化器XKJ120G-DAC S(W1-H) 高950-1040mm,云归谷（IGUICOO）,云归谷（IGUICOO）新风净化系统 家用新风机免打孔窗式智能APP空气净化器XKJ120G-DAC S(W1-H) 高950-1040mm,42164992682,2999,97,5,57,40,1,0,1,0,0
科美雅 太阳能车载空气净化器除甲醛车载香薰加湿器喷雾负离子除味 珍珠白,科美雅,科美雅 太阳能车载空气净化器除甲醛车载香薰加湿器喷雾负离子除味 珍珠白,12155896377,109,92,5,73,35,1,0,0,0,0
科美雅 太阳能车载空气净化器除甲醛车载香薰加湿器喷雾负离子除味 绅士黑,科美雅,科美雅 太阳能车载空气净化器除甲醛车载香薰加湿器喷雾负离子除味 绅士黑,12155896379,109,92,5,73,35,1,0,0,0,0
科美雅 太阳能车载空气净化器除甲醛车载香薰加湿器喷雾负离子除味 魅力金,科美雅,科美雅 太阳能车载空气净化器除甲醛车载香薰加湿器喷雾负离子除味 魅力金,12155896376,109,93,5,74,35,1,0,0,0,0
CARZOR 车载空气净化器汽车内除甲醛pm2.5异味车用负离子氧吧 汽车用除烟味雾霾 HEPA滤网 白色,CARZOR,CARZOR 车载空气净化器汽车内除甲醛pm2.5异味车用负离子氧吧 汽车用除烟味雾霾 HEPA滤网 白色,54365512972,168,93,5,47,45,0.97,0,9,1,0
CARZOR 车载空气净化器汽车内除甲醛pm2.5异味车用负离子氧吧 汽车用除烟味雾霾 HEPA滤网 黑色,CARZOR,CARZOR 车载空气净化器汽车内除甲醛pm2.5异味车用负离子氧吧 汽车用除烟味雾霾 HEPA滤网 黑色,54365512973,188,93,5,47,45,0.97,0,9,1,0
SAIFI （赛菲）车载空气净化器 汽车用 桌面型小净化器除甲醛/雾霾/PM2.5除烟味 高贵红,SAIFI,SAIFI （赛菲）车载空气净化器 汽车用 桌面型小净化器除甲醛/雾霾/PM2.5除烟味 高贵红,11038830676,1280,93,5,79,37,1,0,0,0,0
SAIFI （赛菲）车载空气净化器 汽车用 桌面型小净化器除甲醛/雾霾/PM2.5除烟味 本塑白,SAIFI,SAIFI （赛菲）车载空气净化器 汽车用 桌面型小净化器除甲醛/雾霾/PM2.5除烟味 本塑白,11067142274,1280,93,5,79,37,1,0,0,0,0
