"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","商品属性","页面网址","页面标题","采集时间"
"j***4","PLUS会员","star5","小米的东西真不错，美观大方，设计贴心，，看着物有所值，，电子屏显示也很方便，风扇声音不大。过段时间外报告净化效果～","2018-10-20 16:24","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:56:43.4858535"
"庞***仙","PLUS会员","star5","非常适合放在卧室或者书房这种需要控制噪音的房间，因为小巧的机身不占地方和在室内PM 2.5浓度200以下时，噪音控制非常出色，睡眠模式下更是可以忽略不计。还是值得推荐的 双十一400买的偶 不要羡慕 手动滑稽另外通过手机APP，不在家时也能实时操控，对室内空气及时调控，使用起来很是方便。","2018-11-26 21:41","0","2",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:56:43.5436977"
"wzx99","PLUS会员","star5","非常好 净化快感应灵敏 是不错的选择家里一套小米设备感觉成米粉了","2019-03-13 12:52","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:56:43.6121473"
"j***3","PLUS会员","star5","很安静，没有其他噪音。空气净化效果也很好。感觉房间空气都舒服了。大家买起来，真的好","2018-12-24 09:56","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:56:43.6759765"
"李***7","PLUS会员","star5","装修好了，但是怕甲醛超标，所以就买了一台小米空气净化器，操作很简单，关上窗户室内的空气随着设备运行数据慢慢变小，净化速度很快！调到夜间模式的时候声音很小！","2018-10-12 14:03","10","5",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:56:43.7358163"
"西***河","PLUS会员","star5","物流很快，很小巧，使用很方便。屋里pm2.5浓度小，听不到声音，调到最爱模式，风力强劲，声音也不小。换了除甲醛滤芯，不知道效果如何，没有数据来源。","2018-06-09 17:03","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:56:43.8219235"
"R***K","PLUS会员","star5","很静音，轻便，设计的也很好看，连上手机，智能化控制，以后都是小米了，非常智能化，用上一段时间再感受一下下吧，不知道我买的价格是不是很实惠，不过鉴于现在天气的污染，人们为了健康还是非常愿意花这份钱的，希望空气质量提高吧！无奈哦，包装希望下次改进一下送来都有点开箱了?","2019-09-09 19:36","0","0",,,,"https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:56:59.0240290"
"M***3",,"star5","对于雾霾的天气，空气净化器是必须的了。其实用起来的感受并没那么强烈，但如果你在房间里抽支烟，污染指数就会飙升，并马上启动最强的模式，对于这点直观的感受还是很满意的。睡眠模式下，声音很小，几乎可以忽略。档位开到最强，确实可以感觉到整个屋子的空气都在流动，但噪音也大得惊人。这点希望改进。APP可以设定三种模式：睡眠、自动、最爱。同时可以关闭指示灯和声音，并显示滤芯的剩余寿命。小米的性价比确实很高。推荐入手。","2018-12-05 11:42","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:56:59.0848654"
"jd绝版小女",,"star5","看着用着心里很舒服，厨房油烟出来了立马就飙红警告了，家里有老人小孩，开着放心，就是不知道一个滤芯可以用多久","2019-07-26 20:12","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:56:59.1397801"
"j***w","PLUS会员","star5","有显示屏，能显示温湿度和PM2.5数值，净化空气效果不错，自定义档净化速度很快，睡眠档声音可以接受。","2018-12-29 17:56","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:56:59.1916690"
"2***8","PLUS会员","star5","不错不错，抽烟后立马报警工作，亮红灯了，老婆怀孕期间用这个最好了，家里没有二手烟，物流也非常给力，上午下单，下午送达","2018-09-03 15:43","1","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:56:59.2476062"
"a***y","PLUS会员","star5","昨天下午下单，今天早上9点半就送到家里了，很方便。给公公婆婆买的，然后感觉当地的气候，这两天雾霾很重。刚开的时候是144，开了有十分钟是86，然后基本上一个小时之后家里面是47，看来净化效果还是很好的。","2019-01-13 12:17","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:56:59.3034114"
"东***厦","PLUS会员","star5","空气净化器收到了就安装好试了一下，由于以前买过一个小米空气净化器，所以对操作比较熟悉，加之小米的空气净化器使用非常方便简单，老人和孩子也都会用，净化效率很高，进出的空气的流量也很大，四十多平米的屋子，几分钟就显示空气质量良好了，非常满意，给全五星好评！","2019-10-10 16:53","0","0",,,"米家空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:56:59.3652849"
"JW5333",,"star5","小米的东西值得信赖，外形美观大方，声音很静音，指示灯非常有科技感。","2019-04-10 18:18","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:56:59.4360923"
"南哥多多","PLUS会员","star5","今天买的空气净化器，下午就送到了，质量还是非常的不错的。这个空气净化器非常的实惠，本来还想买飞利浦的，但是那个实在是太贵了，我买了是放在宿舍里面使用的，因为平时要抽烟。宿舍里面的空气质量不好，买了回来就使用了，不得不说京东快递真的是非常的快，没有让我等太久就到了，到了之后马上就用了，抽烟的时候就全功率运行，一会儿就没有烟味了。真的非常的划算。很开心的一次购物！","2019-08-12 22:06","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:56:59.4929599"
"s***2","PLUS会员","star5","外形设计：很干净净化效果：很好噪音大小：很小，几乎没声音操作难易：简单其他特色：物流很快，质量很好，以后还会购买","2019-10-07 10:04","0","0",,,"米家空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:56:59.5519297"
